Date,Headline (m/m),Core (m/m),Regulated Items (m/m),Fruits and Vegetables (m/m)
2021-07-28,0.873,0.574,2.272,-1.425
2021-07-29,0.873,0.574,2.272,-1.425
2021-07-30,0.873,0.574,2.272,-1.425
2021-07-31,0.873,0.574,2.272,-1.425
2021-08-01,0.07,-0.288,0.192,4.546
2021-08-02,0.07,-0.288,0.192,4.546
2021-08-03,0.07,-0.288,0.192,4.546
2021-08-04,0.07,-0.288,0.192,4.546
2021-08-05,0.07,-0.288,0.192,4.546
2021-08-06,0.07,-0.288,0.192,4.546
2021-08-07,0.07,-0.288,0.192,4.546
2021-08-08,0.07,-0.288,0.192,4.546
2021-08-09,0.07,-0.288,0.192,4.546
2021-08-10,0.07,-0.288,0.192,4.546
2021-08-11,0.07,-0.288,0.192,4.546
2021-08-12,0.07,-0.288,0.192,4.546
2021-08-13,0.07,-0.288,0.192,4.546
2021-08-14,0.07,-0.288,0.192,4.546
2021-08-15,0.07,-0.288,0.192,4.546
2021-08-16,0.07,-0.288,0.192,4.546
2021-08-17,0.07,-0.288,0.192,4.546
2021-08-18,0.07,-0.288,0.192,4.546
2021-08-19,0.07,-0.288,0.192,4.546
2021-08-20,0.07,-0.288,0.192,4.546
2021-08-21,0.07,-0.288,0.192,4.546
2021-08-22,0.07,-0.288,0.192,4.546
2021-08-23,0.07,-0.288,0.192,4.546
2021-08-24,0.07,-0.288,0.192,4.546
2021-08-25,0.07,-0.288,0.192,4.546
2021-08-26,0.07,-0.288,0.192,4.546
2021-08-27,0.07,-0.288,0.192,4.546
2021-08-28,0.07,-0.288,0.192,4.546
2021-08-29,0.07,-0.288,0.192,4.546
2021-08-30,0.07,-0.288,0.192,4.546
2021-08-31,0.07,-0.288,0.192,4.546
2021-09-01,1.141,0.401,0.113,15.825
2021-09-02,1.141,0.401,0.113,15.825
2021-09-03,1.141,0.401,0.113,15.825
2021-09-04,1.141,0.401,0.113,15.825
2021-09-05,1.141,0.401,0.113,15.825
2021-09-06,1.141,0.401,0.113,15.825
2021-09-07,1.141,0.401,0.113,15.825
2021-09-08,1.141,0.401,0.113,15.825
2021-09-09,1.141,0.401,0.113,15.825
2021-09-10,1.141,0.401,0.113,15.825
2021-09-11,1.141,0.401,0.113,15.825
2021-09-12,1.141,0.401,0.113,15.825
2021-09-13,1.141,0.401,0.113,15.825
2021-09-14,1.141,0.401,0.113,15.825
2021-09-15,1.141,0.401,0.113,15.825
2021-09-16,1.141,0.401,0.113,15.825
2021-09-17,1.141,0.401,0.113,15.825
2021-09-18,1.141,0.401,0.113,15.825
2021-09-19,1.141,0.401,0.113,15.825
2021-09-20,1.141,0.401,0.113,15.825
2021-09-21,1.141,0.401,0.113,15.825
2021-09-22,1.141,0.401,0.113,15.825
2021-09-23,1.141,0.401,0.113,15.825
2021-09-24,1.141,0.401,0.113,15.825
2021-09-25,1.141,0.401,0.113,15.825
2021-09-26,1.141,0.401,0.113,15.825
2021-09-27,1.141,0.401,0.113,15.825
2021-09-28,1.141,0.401,0.113,15.825
2021-09-29,1.141,0.401,0.113,15.825
2021-09-30,1.141,0.401,0.113,15.825
2021-10-01,1.502,2.077,1.341,-4.574
2021-10-02,1.502,2.077,1.341,-4.574
2021-10-03,1.502,2.077,1.341,-4.574
2021-10-04,1.502,2.077,1.341,-4.574
2021-10-05,1.502,2.077,1.341,-4.574
2021-10-06,1.502,2.077,1.341,-4.574
2021-10-07,1.502,2.077,1.341,-4.574
2021-10-08,1.502,2.077,1.341,-4.574
2021-10-09,1.502,2.077,1.341,-4.574
2021-10-10,1.502,2.077,1.341,-4.574
2021-10-11,1.502,2.077,1.341,-4.574
2021-10-12,1.502,2.077,1.341,-4.574
2021-10-13,1.502,2.077,1.341,-4.574
2021-10-14,1.502,2.077,1.341,-4.574
2021-10-15,1.502,2.077,1.341,-4.574
2021-10-16,1.502,2.077,1.341,-4.574
2021-10-17,1.502,2.077,1.341,-4.574
2021-10-18,1.502,2.077,1.341,-4.574
2021-10-19,1.502,2.077,1.341,-4.574
2021-10-20,1.502,2.077,1.341,-4.574
2021-10-21,1.502,2.077,1.341,-4.574
2021-10-22,1.502,2.077,1.341,-4.574
2021-10-23,1.502,2.077,1.341,-4.574
2021-10-24,1.502,2.077,1.341,-4.574
2021-10-25,1.502,2.077,1.341,-4.574
2021-10-26,1.502,2.077,1.341,-4.574
2021-10-27,1.502,2.077,1.341,-4.574
2021-10-28,1.502,2.077,1.341,-4.574
2021-10-29,1.502,2.077,1.341,-4.574
2021-10-30,1.502,2.077,1.341,-4.574
2021-10-31,1.502,2.077,1.341,-4.574
2021-11-01,0.147,0.533,1.342,-9.707
2021-11-02,0.147,0.533,1.342,-9.707
2021-11-03,0.147,0.533,1.342,-9.707
2021-11-04,0.147,0.533,1.342,-9.707
2021-11-05,0.147,0.533,1.342,-9.707
2021-11-06,0.147,0.533,1.342,-9.707
2021-11-07,0.147,0.533,1.342,-9.707
2021-11-08,0.147,0.533,1.342,-9.707
2021-11-09,0.147,0.533,1.342,-9.707
2021-11-10,0.147,0.533,1.342,-9.707
2021-11-11,0.147,0.533,1.342,-9.707
2021-11-12,0.147,0.533,1.342,-9.707
2021-11-13,0.147,0.533,1.342,-9.707
2021-11-14,0.147,0.533,1.342,-9.707
2021-11-15,0.147,0.533,1.342,-9.707
2021-11-16,0.147,0.533,1.342,-9.707
2021-11-17,0.147,0.533,1.342,-9.707
2021-11-18,0.147,0.533,1.342,-9.707
2021-11-19,0.147,0.533,1.342,-9.707
2021-11-20,0.147,0.533,1.342,-9.707
2021-11-21,0.147,0.533,1.342,-9.707
2021-11-22,0.147,0.533,1.342,-9.707
2021-11-23,0.147,0.533,1.342,-9.707
2021-11-24,0.147,0.533,1.342,-9.707
2021-11-25,0.147,0.533,1.342,-9.707
2021-11-26,0.147,0.533,1.342,-9.707
2021-11-27,0.147,0.533,1.342,-9.707
2021-11-28,0.147,0.533,1.342,-9.707
2021-11-29,0.147,0.533,1.342,-9.707
2021-11-30,0.147,0.533,1.342,-9.707
2021-12-01,-0.083,0.175,0.343,-5.677
2021-12-02,-0.083,0.175,0.343,-5.677
2021-12-03,-0.083,0.175,0.343,-5.677
2021-12-04,-0.083,0.175,0.343,-5.677
2021-12-05,-0.083,0.175,0.343,-5.677
2021-12-06,-0.083,0.175,0.343,-5.677
2021-12-07,-0.083,0.175,0.343,-5.677
2021-12-08,-0.083,0.175,0.343,-5.677
2021-12-09,-0.083,0.175,0.343,-5.677
2021-12-10,-0.083,0.175,0.343,-5.677
2021-12-11,-0.083,0.175,0.343,-5.677
2021-12-12,-0.083,0.175,0.343,-5.677
2021-12-13,-0.083,0.175,0.343,-5.677
2021-12-14,-0.083,0.175,0.343,-5.677
2021-12-15,-0.083,0.175,0.343,-5.677
2021-12-16,-0.083,0.175,0.343,-5.677
2021-12-17,-0.083,0.175,0.343,-5.677
2021-12-18,-0.083,0.175,0.343,-5.677
2021-12-19,-0.083,0.175,0.343,-5.677
2021-12-20,-0.083,0.175,0.343,-5.677
2021-12-21,-0.083,0.175,0.343,-5.677
2021-12-22,-0.083,0.175,0.343,-5.677
2021-12-23,-0.083,0.175,0.343,-5.677
2021-12-24,-0.083,0.175,0.343,-5.677
2021-12-25,-0.083,0.175,0.343,-5.677
2021-12-26,-0.083,0.175,0.343,-5.677
2021-12-27,-0.083,0.175,0.343,-5.677
2021-12-28,-0.083,0.175,0.343,-5.677
2021-12-29,-0.083,0.175,0.343,-5.677
2021-12-30,-0.083,0.175,0.343,-5.677
2021-12-31,-0.083,0.175,0.343,-5.677
2022-01-01,0.854,0.817,0.704,2.142
2022-01-02,0.854,0.817,0.704,2.142
2022-01-03,0.854,0.817,0.704,2.142
2022-01-04,0.854,0.817,0.704,2.142
2022-01-05,0.854,0.817,0.704,2.142
2022-01-06,0.854,0.817,0.704,2.142
2022-01-07,0.854,0.817,0.704,2.142
2022-01-08,0.854,0.817,0.704,2.142
2022-01-09,0.854,0.817,0.704,2.142
2022-01-10,0.854,0.817,0.704,2.142
2022-01-11,0.854,0.817,0.704,2.142
2022-01-12,0.854,0.817,0.704,2.142
2022-01-13,0.854,0.817,0.704,2.142
2022-01-14,0.854,0.817,0.704,2.142
2022-01-15,0.854,0.817,0.704,2.142
2022-01-16,0.854,0.817,0.704,2.142
2022-01-17,0.854,0.817,0.704,2.142
2022-01-18,0.854,0.817,0.704,2.142
2022-01-19,0.854,0.817,0.704,2.142
2022-01-20,0.854,0.817,0.704,2.142
2022-01-21,0.854,0.817,0.704,2.142
2022-01-22,0.854,0.817,0.704,2.142
2022-01-23,0.854,0.817,0.704,2.142
2022-01-24,0.854,0.817,0.704,2.142
2022-01-25,0.854,0.817,0.704,2.142
2022-01-26,0.854,0.817,0.704,2.142
2022-01-27,0.854,0.817,0.704,2.142
2022-01-28,0.854,0.817,0.704,2.142
2022-01-29,0.854,0.817,0.704,2.142
2022-01-30,0.854,0.817,0.704,2.142
2022-01-31,0.854,0.817,0.704,2.142
2022-02-01,1.608,1.164,0.176,15.165
2022-02-02,1.608,1.164,0.176,15.165
2022-02-03,1.608,1.164,0.176,15.165
2022-02-04,1.608,1.164,0.176,15.165
2022-02-05,1.608,1.164,0.176,15.165
2022-02-06,1.608,1.164,0.176,15.165
2022-02-07,1.608,1.164,0.176,15.165
2022-02-08,1.608,1.164,0.176,15.165
2022-02-09,1.608,1.164,0.176,15.165
2022-02-10,1.608,1.164,0.176,15.165
2022-02-11,1.608,1.164,0.176,15.165
2022-02-12,1.608,1.164,0.176,15.165
2022-02-13,1.608,1.164,0.176,15.165
2022-02-14,1.608,1.164,0.176,15.165
2022-02-15,1.608,1.164,0.176,15.165
2022-02-16,1.608,1.164,0.176,15.165
2022-02-17,1.608,1.164,0.176,15.165
2022-02-18,1.608,1.164,0.176,15.165
2022-02-19,1.608,1.164,0.176,15.165
2022-02-20,1.608,1.164,0.176,15.165
2022-02-21,1.608,1.164,0.176,15.165
2022-02-22,1.608,1.164,0.176,15.165
2022-02-23,1.608,1.164,0.176,15.165
2022-02-24,1.608,1.164,0.176,15.165
2022-02-25,1.608,1.164,0.176,15.165
2022-02-26,1.608,1.164,0.176,15.165
2022-02-27,1.608,1.164,0.176,15.165
2022-02-28,1.608,1.164,0.176,15.165
2022-03-01,2.176,3.093,0.385,-1.884
2022-03-02,2.176,3.093,0.385,-1.884
2022-03-03,2.176,3.093,0.385,-1.884
2022-03-04,2.176,3.093,0.385,-1.884
2022-03-05,2.176,3.093,0.385,-1.884
2022-03-06,2.176,3.093,0.385,-1.884
2022-03-07,2.176,3.093,0.385,-1.884
2022-03-08,2.176,3.093,0.385,-1.884
2022-03-09,2.176,3.093,0.385,-1.884
2022-03-10,2.176,3.093,0.385,-1.884
2022-03-11,2.176,3.093,0.385,-1.884
2022-03-12,2.176,3.093,0.385,-1.884
2022-03-13,2.176,3.093,0.385,-1.884
2022-03-14,2.176,3.093,0.385,-1.884
2022-03-15,2.176,3.093,0.385,-1.884
2022-03-16,2.176,3.093,0.385,-1.884
2022-03-17,2.176,3.093,0.385,-1.884
2022-03-18,2.176,3.093,0.385,-1.884
2022-03-19,2.176,3.093,0.385,-1.884
2022-03-20,2.176,3.093,0.385,-1.884
2022-03-21,2.176,3.093,0.385,-1.884
2022-03-22,2.176,3.093,0.385,-1.884
2022-03-23,2.176,3.093,0.385,-1.884
2022-03-24,2.176,3.093,0.385,-1.884
2022-03-25,2.176,3.093,0.385,-1.884
2022-03-26,2.176,3.093,0.385,-1.884
2022-03-27,2.176,3.093,0.385,-1.884
2022-03-28,2.176,3.093,0.385,-1.884
2022-03-29,2.176,3.093,0.385,-1.884
2022-03-30,2.176,3.093,0.385,-1.884
2022-03-31,2.176,3.093,0.385,-1.884
2022-04-01,3.28,2.402,0.443,27.602
2022-04-02,3.28,2.402,0.443,27.602
2022-04-03,3.28,2.402,0.443,27.602
2022-04-04,3.28,2.402,0.443,27.602
2022-04-05,3.28,2.402,0.443,27.602
2022-04-06,3.28,2.402,0.443,27.602
2022-04-07,3.28,2.402,0.443,27.602
2022-04-08,3.28,2.402,0.443,27.602
2022-04-09,3.28,2.402,0.443,27.602
2022-04-10,3.28,2.402,0.443,27.602
2022-04-11,3.28,2.402,0.443,27.602
2022-04-12,3.28,2.402,0.443,27.602
2022-04-13,3.28,2.402,0.443,27.602
2022-04-14,3.28,2.402,0.443,27.602
2022-04-15,3.28,2.402,0.443,27.602
2022-04-16,3.28,2.402,0.443,27.602
2022-04-17,3.28,2.402,0.443,27.602
2022-04-18,3.28,2.402,0.443,27.602
2022-04-19,3.28,2.402,0.443,27.602
2022-04-20,3.28,2.402,0.443,27.602
2022-04-21,3.28,2.402,0.443,27.602
2022-04-22,3.28,2.402,0.443,27.602
2022-04-23,3.28,2.402,0.443,27.602
2022-04-24,3.28,2.402,0.443,27.602
2022-04-25,3.28,2.402,0.443,27.602
2022-04-26,3.28,2.402,0.443,27.602
2022-04-27,3.28,2.402,0.443,27.602
2022-04-28,3.28,2.402,0.443,27.602
2022-04-29,3.28,2.402,0.443,27.602
2022-04-30,3.28,2.402,0.443,27.602
2022-05-01,1.058,1.589,2.61,-10.063
2022-05-02,1.058,1.589,2.61,-10.063
2022-05-03,1.058,1.589,2.61,-10.063
2022-05-04,1.058,1.589,2.61,-10.063
2022-05-05,1.058,1.589,2.61,-10.063
2022-05-06,1.058,1.589,2.61,-10.063
2022-05-07,1.058,1.589,2.61,-10.063
2022-05-08,1.058,1.589,2.61,-10.063
2022-05-09,1.058,1.589,2.61,-10.063
2022-05-10,1.058,1.589,2.61,-10.063
2022-05-11,1.058,1.589,2.61,-10.063
2022-05-12,1.058,1.589,2.61,-10.063
2022-05-13,1.058,1.589,2.61,-10.063
2022-05-14,1.058,1.589,2.61,-10.063
2022-05-15,1.058,1.589,2.61,-10.063
2022-05-16,1.058,1.589,2.61,-10.063
2022-05-17,1.058,1.589,2.61,-10.063
2022-05-18,1.058,1.589,2.61,-10.063
2022-05-19,1.058,1.589,2.61,-10.063
2022-05-20,1.058,1.589,2.61,-10.063
2022-05-21,1.058,1.589,2.61,-10.063
2022-05-22,1.058,1.589,2.61,-10.063
2022-05-23,1.058,1.589,2.61,-10.063
2022-05-24,1.058,1.589,2.61,-10.063
2022-05-25,1.058,1.589,2.61,-10.063
2022-05-26,1.058,1.589,2.61,-10.063
2022-05-27,1.058,1.589,2.61,-10.063
2022-05-28,1.058,1.589,2.61,-10.063
2022-05-29,1.058,1.589,2.61,-10.063
2022-05-30,1.058,1.589,2.61,-10.063
2022-05-31,1.058,1.589,2.61,-10.063
2022-06-01,-0.146,1.196,0.247,-18.084
2022-06-02,-0.146,1.196,0.247,-18.084
2022-06-03,-0.146,1.196,0.247,-18.084
2022-06-04,-0.146,1.196,0.247,-18.084
2022-06-05,-0.146,1.196,0.247,-18.084
2022-06-06,-0.146,1.196,0.247,-18.084
2022-06-07,-0.146,1.196,0.247,-18.084
2022-06-08,-0.146,1.196,0.247,-18.084
2022-06-09,-0.146,1.196,0.247,-18.084
2022-06-10,-0.146,1.196,0.247,-18.084
2022-06-11,-0.146,1.196,0.247,-18.084
2022-06-12,-0.146,1.196,0.247,-18.084
2022-06-13,-0.146,1.196,0.247,-18.084
2022-06-14,-0.146,1.196,0.247,-18.084
2022-06-15,-0.146,1.196,0.247,-18.084
2022-06-16,-0.146,1.196,0.247,-18.084
2022-06-17,-0.146,1.196,0.247,-18.084
2022-06-18,-0.146,1.196,0.247,-18.084
2022-06-19,-0.146,1.196,0.247,-18.084
2022-06-20,-0.146,1.196,0.247,-18.084
2022-06-21,-0.146,1.196,0.247,-18.084
2022-06-22,-0.146,1.196,0.247,-18.084
2022-06-23,-0.146,1.196,0.247,-18.084
2022-06-24,-0.146,1.196,0.247,-18.084
2022-06-25,-0.146,1.196,0.247,-18.084
2022-06-26,-0.146,1.196,0.247,-18.084
2022-06-27,-0.146,1.196,0.247,-18.084
2022-06-28,-0.146,1.196,0.247,-18.084
2022-06-29,-0.146,1.196,0.247,-18.084
2022-06-30,-0.146,1.196,0.247,-18.084
2022-07-01,1.305,1.51,2.14,-5.826
2022-07-02,1.305,1.51,2.14,-5.826
2022-07-03,1.305,1.51,2.14,-5.826
2022-07-04,1.305,1.51,2.14,-5.826
2022-07-05,1.305,1.51,2.14,-5.826
2022-07-06,1.305,1.51,2.14,-5.826
2022-07-07,1.305,1.51,2.14,-5.826
2022-07-08,1.305,1.51,2.14,-5.826
2022-07-09,1.305,1.51,2.14,-5.826
2022-07-10,1.305,1.51,2.14,-5.826
2022-07-11,1.305,1.51,2.14,-5.826
2022-07-12,1.305,1.51,2.14,-5.826
2022-07-13,1.305,1.51,2.14,-5.826
2022-07-14,1.305,1.51,2.14,-5.826
2022-07-15,1.305,1.51,2.14,-5.826
2022-07-16,1.305,1.51,2.14,-5.826
2022-07-17,1.305,1.51,2.14,-5.826
2022-07-18,1.305,1.51,2.14,-5.826
2022-07-19,1.305,1.51,2.14,-5.826
2022-07-20,1.305,1.51,2.14,-5.826
2022-07-21,1.305,1.51,2.14,-5.826
2022-07-22,1.305,1.51,2.14,-5.826
2022-07-23,1.305,1.51,2.14,-5.826
2022-07-24,1.305,1.51,2.14,-5.826
2022-07-25,1.305,1.51,2.14,-5.826
2022-07-26,1.305,1.51,2.14,-5.826
2022-07-27,1.305,1.51,2.14,-5.826
2022-07-28,1.305,1.51,2.14,-5.826
2022-07-29,1.305,1.51,2.14,-5.826
2022-07-30,1.305,1.51,2.14,-5.826
2022-07-31,1.305,1.51,2.14,-5.826
2022-08-01,0.881,0.591,0.676,6.664
2022-08-02,0.881,0.591,0.676,6.664
2022-08-03,0.881,0.591,0.676,6.664
2022-08-04,0.881,0.591,0.676,6.664
2022-08-05,0.881,0.591,0.676,6.664
2022-08-06,0.881,0.591,0.676,6.664
2022-08-07,0.881,0.591,0.676,6.664
2022-08-08,0.881,0.591,0.676,6.664
2022-08-09,0.881,0.591,0.676,6.664
2022-08-10,0.881,0.591,0.676,6.664
2022-08-11,0.881,0.591,0.676,6.664
2022-08-12,0.881,0.591,0.676,6.664
2022-08-13,0.881,0.591,0.676,6.664
2022-08-14,0.881,0.591,0.676,6.664
2022-08-15,0.881,0.591,0.676,6.664
2022-08-16,0.881,0.591,0.676,6.664
2022-08-17,0.881,0.591,0.676,6.664
2022-08-18,0.881,0.591,0.676,6.664
2022-08-19,0.881,0.591,0.676,6.664
2022-08-20,0.881,0.591,0.676,6.664
2022-08-21,0.881,0.591,0.676,6.664
2022-08-22,0.881,0.591,0.676,6.664
2022-08-23,0.881,0.591,0.676,6.664
2022-08-24,0.881,0.591,0.676,6.664
2022-08-25,0.881,0.591,0.676,6.664
2022-08-26,0.881,0.591,0.676,6.664
2022-08-27,0.881,0.591,0.676,6.664
2022-08-28,0.881,0.591,0.676,6.664
2022-08-29,0.881,0.591,0.676,6.664
2022-08-30,0.881,0.591,0.676,6.664
2022-08-31,0.881,0.591,0.676,6.664
2022-09-01,1.547,1.554,0.888,4.707
2022-09-02,1.547,1.554,0.888,4.707
2022-09-03,1.547,1.554,0.888,4.707
2022-09-04,1.547,1.554,0.888,4.707
2022-09-05,1.547,1.554,0.888,4.707
2022-09-06,1.547,1.554,0.888,4.707
2022-09-07,1.547,1.554,0.888,4.707
2022-09-08,1.547,1.554,0.888,4.707
2022-09-09,1.547,1.554,0.888,4.707
2022-09-10,1.547,1.554,0.888,4.707
2022-09-11,1.547,1.554,0.888,4.707
2022-09-12,1.547,1.554,0.888,4.707
2022-09-13,1.547,1.554,0.888,4.707
2022-09-14,1.547,1.554,0.888,4.707
2022-09-15,1.547,1.554,0.888,4.707
2022-09-16,1.547,1.554,0.888,4.707
2022-09-17,1.547,1.554,0.888,4.707
2022-09-18,1.547,1.554,0.888,4.707
2022-09-19,1.547,1.554,0.888,4.707
2022-09-20,1.547,1.554,0.888,4.707
2022-09-21,1.547,1.554,0.888,4.707
2022-09-22,1.547,1.554,0.888,4.707
2022-09-23,1.547,1.554,0.888,4.707
2022-09-24,1.547,1.554,0.888,4.707
2022-09-25,1.547,1.554,0.888,4.707
2022-09-26,1.547,1.554,0.888,4.707
2022-09-27,1.547,1.554,0.888,4.707
2022-09-28,1.547,1.554,0.888,4.707
2022-09-29,1.547,1.554,0.888,4.707
2022-09-30,1.547,1.554,0.888,4.707
2022-10-01,2.581,2.964,0.87,5.069
2022-10-02,2.581,2.964,0.87,5.069
2022-10-03,2.581,2.964,0.87,5.069
2022-10-04,2.581,2.964,0.87,5.069
2022-10-05,2.581,2.964,0.87,5.069
2022-10-06,2.581,2.964,0.87,5.069
2022-10-07,2.581,2.964,0.87,5.069
2022-10-08,2.581,2.964,0.87,5.069
2022-10-09,2.581,2.964,0.87,5.069
2022-10-10,2.581,2.964,0.87,5.069
2022-10-11,2.581,2.964,0.87,5.069
2022-10-12,2.581,2.964,0.87,5.069
2022-10-13,2.581,2.964,0.87,5.069
2022-10-14,2.581,2.964,0.87,5.069
2022-10-15,2.581,2.964,0.87,5.069
2022-10-16,2.581,2.964,0.87,5.069
2022-10-17,2.581,2.964,0.87,5.069
2022-10-18,2.581,2.964,0.87,5.069
2022-10-19,2.581,2.964,0.87,5.069
2022-10-20,2.581,2.964,0.87,5.069
2022-10-21,2.581,2.964,0.87,5.069
2022-10-22,2.581,2.964,0.87,5.069
2022-10-23,2.581,2.964,0.87,5.069
2022-10-24,2.581,2.964,0.87,5.069
2022-10-25,2.581,2.964,0.87,5.069
2022-10-26,2.581,2.964,0.87,5.069
2022-10-27,2.581,2.964,0.87,5.069
2022-10-28,2.581,2.964,0.87,5.069
2022-10-29,2.581,2.964,0.87,5.069
2022-10-30,2.581,2.964,0.87,5.069
2022-10-31,2.581,2.964,0.87,5.069
2022-11-01,2.285,2.651,0.703,4.194
2022-11-02,2.285,2.651,0.703,4.194
2022-11-03,2.285,2.651,0.703,4.194
2022-11-04,2.285,2.651,0.703,4.194
2022-11-05,2.285,2.651,0.703,4.194
2022-11-06,2.285,2.651,0.703,4.194
2022-11-07,2.285,2.651,0.703,4.194
2022-11-08,2.285,2.651,0.703,4.194
2022-11-09,2.285,2.651,0.703,4.194
2022-11-10,2.285,2.651,0.703,4.194
2022-11-11,2.285,2.651,0.703,4.194
2022-11-12,2.285,2.651,0.703,4.194
2022-11-13,2.285,2.651,0.703,4.194
2022-11-14,2.285,2.651,0.703,4.194
2022-11-15,2.285,2.651,0.703,4.194
2022-11-16,2.285,2.651,0.703,4.194
2022-11-17,2.285,2.651,0.703,4.194
2022-11-18,2.285,2.651,0.703,4.194
2022-11-19,2.285,2.651,0.703,4.194
2022-11-20,2.285,2.651,0.703,4.194
2022-11-21,2.285,2.651,0.703,4.194
2022-11-22,2.285,2.651,0.703,4.194
2022-11-23,2.285,2.651,0.703,4.194
2022-11-24,2.285,2.651,0.703,4.194
2022-11-25,2.285,2.651,0.703,4.194
2022-11-26,2.285,2.651,0.703,4.194
2022-11-27,2.285,2.651,0.703,4.194
2022-11-28,2.285,2.651,0.703,4.194
2022-11-29,2.285,2.651,0.703,4.194
2022-11-30,2.285,2.651,0.703,4.194
2022-12-01,2.059,2.582,0.268,2.483
2022-12-02,2.059,2.582,0.268,2.483
2022-12-03,2.059,2.582,0.268,2.483
2022-12-04,2.059,2.582,0.268,2.483
2022-12-05,2.059,2.582,0.268,2.483
2022-12-06,2.059,2.582,0.268,2.483
2022-12-07,2.059,2.582,0.268,2.483
2022-12-08,2.059,2.582,0.268,2.483
2022-12-09,2.059,2.582,0.268,2.483
2022-12-10,2.059,2.582,0.268,2.483
2022-12-11,2.059,2.582,0.268,2.483
2022-12-12,2.059,2.582,0.268,2.483
2022-12-13,2.059,2.582,0.268,2.483
2022-12-14,2.059,2.582,0.268,2.483
2022-12-15,2.059,2.582,0.268,2.483
2022-12-16,2.059,2.582,0.268,2.483
2022-12-17,2.059,2.582,0.268,2.483
2022-12-18,2.059,2.582,0.268,2.483
2022-12-19,2.059,2.582,0.268,2.483
2022-12-20,2.059,2.582,0.268,2.483
2022-12-21,2.059,2.582,0.268,2.483
2022-12-22,2.059,2.582,0.268,2.483
2022-12-23,2.059,2.582,0.268,2.483
2022-12-24,2.059,2.582,0.268,2.483
2022-12-25,2.059,2.582,0.268,2.483
2022-12-26,2.059,2.582,0.268,2.483
2022-12-27,2.059,2.582,0.268,2.483
2022-12-28,2.059,2.582,0.268,2.483
2022-12-29,2.059,2.582,0.268,2.483
2022-12-30,2.059,2.582,0.268,2.483
2022-12-31,2.059,2.582,0.268,2.483
2023-01-01,4.65,6.32,0.321,-0.584
2023-01-02,4.65,6.32,0.321,-0.584
2023-01-03,4.65,6.32,0.321,-0.584
2023-01-04,4.65,6.32,0.321,-0.584
2023-01-05,4.65,6.32,0.321,-0.584
2023-01-06,4.65,6.32,0.321,-0.584
2023-01-07,4.65,6.32,0.321,-0.584
2023-01-08,4.65,6.32,0.321,-0.584
2023-01-09,4.65,6.32,0.321,-0.584
2023-01-10,4.65,6.32,0.321,-0.584
2023-01-11,4.65,6.32,0.321,-0.584
2023-01-12,4.65,6.32,0.321,-0.584
2023-01-13,4.65,6.32,0.321,-0.584
2023-01-14,4.65,6.32,0.321,-0.584
2023-01-15,4.65,6.32,0.321,-0.584
2023-01-16,4.65,6.32,0.321,-0.584
2023-01-17,4.65,6.32,0.321,-0.584
2023-01-18,4.65,6.32,0.321,-0.584
2023-01-19,4.65,6.32,0.321,-0.584
2023-01-20,4.65,6.32,0.321,-0.584
2023-01-21,4.65,6.32,0.321,-0.584
2023-01-22,4.65,6.32,0.321,-0.584
2023-01-23,4.65,6.32,0.321,-0.584
2023-01-24,4.65,6.32,0.321,-0.584
2023-01-25,4.65,6.32,0.321,-0.584
2023-01-26,4.65,6.32,0.321,-0.584
2023-01-27,4.65,6.32,0.321,-0.584
2023-01-28,4.65,6.32,0.321,-0.584
2023-01-29,4.65,6.32,0.321,-0.584
2023-01-30,4.65,6.32,0.321,-0.584
2023-01-31,4.65,6.32,0.321,-0.584
2023-02-01,6.531,8.117,0.338,9.242
2023-02-02,6.531,8.117,0.338,9.242
2023-02-03,6.531,8.117,0.338,9.242
2023-02-04,6.531,8.117,0.338,9.242
2023-02-05,6.531,8.117,0.338,9.242
2023-02-06,6.531,8.117,0.338,9.242
2023-02-07,6.531,8.117,0.338,9.242
2023-02-08,6.531,8.117,0.338,9.242
2023-02-09,6.531,8.117,0.338,9.242
2023-02-10,6.531,8.117,0.338,9.242
2023-02-11,6.531,8.117,0.338,9.242
2023-02-12,6.531,8.117,0.338,9.242
2023-02-13,6.531,8.117,0.338,9.242
2023-02-14,6.531,8.117,0.338,9.242
2023-02-15,6.531,8.117,0.338,9.242
2023-02-16,6.531,8.117,0.338,9.242
2023-02-17,6.531,8.117,0.338,9.242
2023-02-18,6.531,8.117,0.338,9.242
2023-02-19,6.531,8.117,0.338,9.242
2023-02-20,6.531,8.117,0.338,9.242
2023-02-21,6.531,8.117,0.338,9.242
2023-02-22,6.531,8.117,0.338,9.242
2023-02-23,6.531,8.117,0.338,9.242
2023-02-24,6.531,8.117,0.338,9.242
2023-02-25,6.531,8.117,0.338,9.242
2023-02-26,6.531,8.117,0.338,9.242
2023-02-27,6.531,8.117,0.338,9.242
2023-02-28,6.531,8.117,0.338,9.242
2023-03-01,2.743,2.54,1.283,11.686
2023-03-02,2.743,2.54,1.283,11.686
2023-03-03,2.743,2.54,1.283,11.686
2023-03-04,2.743,2.54,1.283,11.686
2023-03-05,2.743,2.54,1.283,11.686
2023-03-06,2.743,2.54,1.283,11.686
2023-03-07,2.743,2.54,1.283,11.686
2023-03-08,2.743,2.54,1.283,11.686
2023-03-09,2.743,2.54,1.283,11.686
2023-03-10,2.743,2.54,1.283,11.686
