Date,stock_0_food_beverages_and_tobacco_close_price,stock_10_non-banking_financial_services_close_price,stock_11_real_estate_close_price,stock_12_non-banking_financial_services_close_price,stock_13_it_&_media_close_price,stock_14_it_&_media_close_price,stock_1_energy_and_support_services_close_price,stock_2_basic_resources_close_price,stock_3_basic_resources_close_price,stock_4_banks_close_price,stock_5_banks_close_price,stock_6_real_estate_close_price,stock_7_real_estate_close_price,stock_8_real_estate_close_price,stock_9_non-banking_financial_services_close_price,stock_0_food_beverages_and_tobacco_volume,stock_10_non-banking_financial_services_volume,stock_11_real_estate_volume,stock_12_non-banking_financial_services_volume,stock_13_it_&_media_volume,stock_14_it_&_media_volume,stock_1_energy_and_support_services_volume,stock_2_basic_resources_volume,stock_3_basic_resources_volume,stock_4_banks_volume,stock_5_banks_volume,stock_6_real_estate_volume,stock_7_real_estate_volume,stock_8_real_estate_volume,stock_9_non-banking_financial_services_volume
2021-01-13,13.34,2.72,6.92,11.52,,36.96,3.28,20.46,11.17,27.26,63.13,3.99,1.469,2.53,15.56,1790930.0,7152895.0,5501558.0,7461.0,,267382.0,2747899.0,902458.0,4976194.0,178025.0,2616936.0,10585231.0,32112744.0,17116237.0,2229926.0
2021-01-14,13.86,2.69,6.87,11.59,,37.02,3.36,20.6,11.17,27.19,63.53,3.96,1.469,2.53,15.51,1630773.0,4505001.0,2974926.0,9095.0,,283155.0,6547070.0,245971.0,845815.0,24675.0,1825044.0,5424696.0,9951709.0,4630225.0,534879.0
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,14.0,2.66,7.0,11.95,,36.93,3.31,21.47,10.95,27.54,62.98,3.99,1.463,2.54,15.63,1101779.0,2772888.0,5120120.0,9026.0,,166904.0,4184190.0,1154104.0,1245544.0,208375.0,157048.0,4974984.0,11583233.0,8245734.0,1349817.0
2021-01-18,14.15,2.62,7.14,11.5,,36.88,3.25,21.04,10.95,27.99,63.06,3.89,1.452,2.5,15.59,697663.0,3439345.0,4854566.0,9000.0,,140223.0,3263857.0,443685.0,2349518.0,20940.0,417654.0,5977179.0,7292352.0,2547770.0,960303.0
2021-01-19,14.22,2.62,7.18,11.48,,38.5,3.27,21.36,10.99,28.13,63.31,3.88,1.491,2.52,15.76,1384701.0,1779904.0,4420041.0,10250.0,,898159.0,1858244.0,448465.0,947588.0,782209.0,777479.0,4044848.0,33926896.0,1774574.0,1390362.0
2021-01-20,14.53,2.8,7.25,11.48,,39.32,3.29,21.97,10.9,28.18,63.85,3.93,1.522,2.59,15.95,1305186.0,22469155.0,3754916.0,2384.0,,316880.0,2218160.0,1057107.0,1774857.0,423744.0,773576.0,5328192.0,38243992.0,32795044.0,1467950.0
2021-01-21,14.72,2.87,7.51,11.48,,40.66,3.28,21.99,10.96,28.8,64.28,4.04,1.521,2.64,15.95,1262339.0,10481751.0,10973564.0,1450.0,,908512.0,1639931.0,534917.0,3203439.0,266856.0,1304720.0,19306556.0,16459006.0,7406035.0,1331657.0
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,14.7,2.89,7.48,11.4,,40.43,3.25,21.96,10.75,28.35,63.09,4.02,1.507,2.6,15.71,292958.0,15374131.0,2871416.0,13202.0,,430872.0,1631257.0,193819.0,1170082.0,3850.0,314754.0,9294184.0,14652968.0,2470573.0,584142.0
2021-01-25,14.33,2.9,7.5,11.4,,40.95,3.22,21.67,10.75,28.25,62.83,4.09,1.546,2.61,15.82,254205.0,7874468.0,3142941.0,1355.0,,614812.0,2205834.0,56409.0,801609.0,15862.0,528027.0,14281399.0,35125579.0,4506935.0,855108.0
2021-01-26,14.47,2.94,7.47,11.4,,41.1,3.22,21.53,10.98,28.42,62.88,4.04,1.58,2.63,15.76,372367.0,11960392.0,3161379.0,1000.0,,90547.0,1832254.0,54817.0,2662858.0,18000.0,827593.0,10059548.0,30620381.0,3079664.0,852774.0
2021-01-27,15.0,2.98,7.48,11.54,,41.48,3.25,22.58,11.14,28.1,62.98,3.98,1.571,2.64,15.8,2245187.0,14549154.0,3618851.0,37383.0,,606181.0,2327466.0,808732.0,1772823.0,7710.0,883125.0,10078375.0,22323615.0,9377934.0,988275.0
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,14.86,2.93,7.34,11.98,,44.16,3.23,23.45,10.86,28.06,63.34,3.96,1.553,2.59,15.7,1688614.0,6103188.0,2198792.0,234456.0,,791573.0,2669749.0,544271.0,1153173.0,170183.0,775811.0,5113868.0,15972453.0,1896234.0,374638.0
2021-02-01,14.87,2.91,7.39,12.78,,46.08,3.32,23.82,10.94,28.0,62.6,3.98,1.632,2.66,15.87,543556.0,5165306.0,1706600.0,713477.0,,1329676.0,5276817.0,929857.0,819797.0,298708.0,1620659.0,2703410.0,53094761.0,7769673.0,939584.0
2021-02-02,14.9,2.9,7.48,12.91,,44.66,3.36,23.52,10.93,28.0,63.12,4.01,1.715,2.76,15.83,3122213.0,4398882.0,3786704.0,366236.0,,420513.0,2700647.0,54057.0,1297658.0,435748.0,1124232.0,8421095.0,46865006.0,11344631.0,470452.0
2021-02-03,14.83,2.93,7.45,12.87,,44.55,3.31,22.95,10.71,28.01,63.32,3.98,1.723,2.72,15.67,866432.0,8420731.0,4685665.0,417036.0,,314934.0,3569303.0,171939.0,3521550.0,110227.0,1462272.0,5879921.0,17813311.0,6184106.0,1524632.0
2021-02-04,14.8,2.98,7.32,12.86,,45.63,3.26,22.83,10.29,28.36,63.22,3.93,1.696,2.65,15.3,127700.0,15450964.0,1006683.0,1504017.0,,1824124.0,1318327.0,88322.0,3863708.0,49062.0,865829.0,3900359.0,8964663.0,2023761.0,1206062.0
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,14.68,3.13,7.28,12.87,,46.89,3.3,22.59,10.23,28.36,62.74,3.94,1.716,2.66,15.41,107710.0,15839021.0,1350077.0,1126482.0,,593286.0,2392861.0,150240.0,3291202.0,809.0,241951.0,2997306.0,9581526.0,1271391.0,647030.0
2021-02-08,14.44,3.07,7.17,12.93,,47.93,3.35,22.05,10.23,27.97,61.84,3.85,1.705,2.61,15.7,223934.0,8871826.0,3494698.0,102115.0,,1200479.0,7304615.0,272506.0,2350210.0,11671.0,776052.0,4930322.0,11057905.0,1388622.0,4179224.0
2021-02-09,14.58,3.0,7.15,12.95,,47.62,3.28,21.98,10.28,28.07,60.95,3.83,1.68,2.6,15.76,20861.0,5505466.0,1911009.0,89880.0,,511702.0,1612099.0,200345.0,1351010.0,23030.0,901888.0,1867351.0,5173201.0,378654.0,535174.0
2021-02-10,14.81,3.05,7.17,12.9,,49.63,3.3,21.93,10.36,27.92,61.04,3.87,1.709,2.6,15.83,372320.0,7402566.0,2021894.0,35306.0,,2626232.0,1822827.0,110454.0,1301190.0,12205.0,1752821.0,1466986.0,16748670.0,1590867.0,2924734.0
2021-02-11,14.9,3.0,7.13,13.02,,49.4,3.31,21.85,10.1,27.64,60.86,3.88,1.757,2.57,15.79,896762.0,6629957.0,1060825.0,11000.0,,335186.0,1391287.0,72452.0,2138844.0,86119.0,392089.0,1613381.0,16004839.0,2574769.0,374755.0
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-14,14.48,2.95,6.99,13.4,,50.62,3.27,21.37,9.93,27.6,60.93,3.87,1.757,2.53,15.87,271898.0,5653527.0,2974963.0,292948.0,,937259.0,1377475.0,500427.0,2353383.0,26497.0,780545.0,2105435.0,11557207.0,1248357.0,1936179.0
2021-02-15,14.53,2.88,6.99,13.97,,51.81,3.24,21.37,9.88,27.6,60.94,3.82,1.778,2.5,15.78,33079.0,3832058.0,1710115.0,1513014.0,,1574240.0,1349573.0,385147.0,1083974.0,4.0,316974.0,1749817.0,26347188.0,1625836.0,149111.0
2021-02-16,14.4,2.93,7.03,15.36,,49.84,3.27,21.48,10.17,26.98,61.16,3.84,1.799,2.56,15.72,292956.0,2499824.0,898143.0,1173147.0,,870696.0,819243.0,476030.0,1127541.0,44718.0,469712.0,1026877.0,11708425.0,934043.0,436045.0
2021-02-17,14.26,2.83,7.01,15.82,,49.14,3.21,21.21,10.09,26.98,60.41,3.79,1.762,2.5,15.62,330341.0,2683147.0,912651.0,2515623.0,,171080.0,1420395.0,85997.0,778218.0,2980.0,1070798.0,1145193.0,7272615.0,1024459.0,404143.0
2021-02-18,13.99,2.75,6.97,14.88,,49.54,3.21,21.91,10.13,26.96,60.05,3.71,1.706,2.48,15.56,1589764.0,2640460.0,1095879.0,622239.0,,208702.0,2286184.0,315318.0,844373.0,13861.0,782136.0,2796096.0,15883632.0,465947.0,312855.0
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-21,14.09,2.79,6.98,14.74,,49.7,3.22,21.74,10.48,26.82,60.44,3.76,1.704,2.48,15.45,1317697.0,2176430.0,591710.0,251915.0,,234650.0,1039441.0,61400.0,1792032.0,129745.0,168285.0,995828.0,3485497.0,2224070.0,615837.0
2021-02-22,14.51,2.78,6.97,15.62,,50.92,3.18,21.67,10.53,26.8,61.42,3.76,1.705,2.5,15.51,1261611.0,3748243.0,208831.0,1139214.0,,371917.0,1468340.0,22196.0,1068217.0,41956.0,528532.0,1722587.0,9055595.0,345819.0,734610.0
2021-02-23,14.49,2.66,6.9,16.99,,49.03,3.12,21.61,10.38,26.32,60.79,3.68,1.674,2.45,15.47,1106314.0,4864345.0,717786.0,3356443.0,,680965.0,1632353.0,174125.0,798917.0,31315.0,2355284.0,3564250.0,4220463.0,1238607.0,482323.0
2021-02-24,14.55,2.61,6.87,17.22,,47.13,3.11,21.96,10.36,26.59,61.35,3.67,1.646,2.46,15.38,1494450.0,2169201.0,1758527.0,2797294.0,,1555647.0,860251.0,119539.0,721734.0,34971.0,1436807.0,2131749.0,3962047.0,806460.0,636400.0
2021-02-25,14.85,2.68,6.88,16.57,,48.22,3.14,22.2,10.62,26.79,62.36,3.74,1.673,2.47,15.6,2718386.0,2513765.0,1219869.0,905330.0,,466187.0,1447321.0,483104.0,1239249.0,293613.0,1622475.0,2435315.0,16599352.0,1162859.0,935794.0
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,14.86,2.63,6.83,16.16,,47.47,3.03,21.94,10.53,26.61,61.41,3.86,1.692,2.45,15.42,258886.0,4125662.0,1668792.0,422076.0,,189563.0,2565023.0,274103.0,689498.0,29976.0,243625.0,7179335.0,2897891.0,883147.0,897577.0
2021-03-01,14.75,2.58,6.8,15.09,,46.43,3.01,22.1,10.56,26.36,61.87,3.97,1.682,2.5,15.39,1802236.0,1963240.0,2138942.0,2738167.0,,464668.0,1050039.0,118845.0,694662.0,6688.0,838866.0,11665952.0,756904.0,3189603.0,906276.0
2021-03-02,14.72,2.57,6.69,14.3,,45.86,3.03,22.34,10.79,26.03,61.56,3.91,1.71,2.43,15.31,1018190.0,2542183.0,2466661.0,2125560.0,,413227.0,2194331.0,250900.0,4740551.0,59347.0,742348.0,4349629.0,7588723.0,2429556.0,383185.0
2021-03-03,14.6,2.46,6.63,14.52,,45.86,2.94,21.9,10.57,25.54,61.84,3.8,1.701,2.39,14.98,2814259.0,2626657.0,2095479.0,532824.0,,622054.0,1625795.0,65306.0,1818822.0,262027.0,1509475.0,3727813.0,7100816.0,2620401.0,2088246.0
2021-03-04,14.45,2.42,6.7,14.83,,46.23,2.9,21.79,10.53,25.51,60.93,3.81,1.717,2.4,14.99,2259568.0,2969843.0,781923.0,344687.0,,492066.0,946066.0,152914.0,1828450.0,724160.0,878429.0,1748147.0,9995167.0,2895160.0,530900.0
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,14.42,2.48,6.71,16.07,,48.4,3.13,22.46,10.83,25.7,62.6,3.82,1.717,2.45,14.97,974555.0,1796755.0,912307.0,1051401.0,,340524.0,6432406.0,462387.0,2444828.0,20320.0,469482.0,2401613.0,1102290.0,1222426.0,610044.0
2021-03-08,14.22,2.47,6.55,15.87,,47.62,3.23,22.64,10.69,25.1,62.24,3.83,1.701,2.42,14.76,2169558.0,2564403.0,1412126.0,1201449.0,,539313.0,5903483.0,152005.0,1214685.0,122941.0,1010912.0,2654432.0,2753172.0,2307908.0,890389.0
2021-03-09,13.98,2.41,6.46,16.02,,46.65,3.16,21.48,10.38,25.11,61.93,3.84,1.707,2.43,14.52,1629517.0,1579162.0,2851355.0,776111.0,,624632.0,1203878.0,470541.0,1422999.0,39881.0,1263997.0,4053137.0,4897009.0,1635735.0,618494.0
2021-03-10,13.95,2.41,6.38,16.39,,45.49,3.13,21.59,10.12,25.0,61.07,3.77,1.678,2.41,14.66,870238.0,3971875.0,1809206.0,1572225.0,,434146.0,1179676.0,1468825.0,1670799.0,78812.0,626633.0,5146510.0,1415980.0,802950.0,2343408.0
2021-03-11,13.98,2.46,6.46,15.42,,35.99,3.14,21.38,10.08,24.99,61.0,3.75,1.702,2.43,14.62,517890.0,2056652.0,1487042.0,879642.0,,3676187.0,814430.0,163694.0,1147808.0,71542.0,1518717.0,3480446.0,1720559.0,991002.0,564790.0
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,13.54,2.42,6.58,15.02,,38.43,3.06,21.49,9.94,24.94,60.86,3.79,1.711,2.43,14.54,13726.0,1237066.0,1808217.0,196355.0,,576811.0,1448134.0,212938.0,1026960.0,10641.0,96931.0,2043286.0,5074449.0,244131.0,347920.0
2021-03-15,13.7,2.31,6.52,14.3,,37.28,3.03,20.98,9.74,24.01,61.27,3.75,1.677,2.4,14.42,510549.0,1337325.0,2662346.0,219177.0,,427373.0,1501989.0,110938.0,1308192.0,438650.0,1715528.0,2829109.0,2776317.0,1806816.0,918728.0
2021-03-16,13.5,2.26,6.52,14.68,,36.94,2.98,21.4,9.34,23.99,61.37,3.79,1.632,2.4,14.42,1402081.0,1802096.0,773369.0,226231.0,,459914.0,805689.0,114022.0,1566390.0,47947.0,2058935.0,3543386.0,1562207.0,1224915.0,1110585.0
2021-03-17,13.5,2.27,6.5,14.87,,35.83,2.99,21.01,9.38,23.97,60.55,3.8,1.663,2.41,14.32,1431835.0,1064180.0,1585391.0,173517.0,,471801.0,900110.0,19788.0,341784.0,39832.0,1749728.0,2283177.0,1028844.0,572067.0,729856.0
2021-03-18,12.17,2.22,6.42,14.78,,34.97,2.94,20.81,9.3,23.97,60.61,3.78,1.67,2.39,14.37,1901872.0,2417758.0,756478.0,144718.0,,1628814.0,650823.0,26066.0,691484.0,26590.0,1416130.0,2099089.0,1819409.0,953367.0,618619.0
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,12.41,2.17,6.36,14.16,,33.87,2.87,20.74,9.03,23.94,60.19,3.7,1.664,2.37,14.33,115251.0,1798491.0,455416.0,247284.0,,552737.0,788741.0,159455.0,553075.0,15830.0,101681.0,1933131.0,3263681.0,1374327.0,225847.0
2021-03-22,11.72,2.0,6.29,13.21,,32.35,2.66,20.02,8.87,23.12,59.12,3.63,1.626,2.31,14.05,1699518.0,2577960.0,1341618.0,333040.0,,1210349.0,1909991.0,107866.0,1224102.0,52236.0,1456040.0,3850155.0,3175245.0,2533370.0,1578417.0
2021-03-23,11.23,1.86,6.23,12.66,,32.98,2.62,20.12,8.87,23.14,58.81,3.59,1.6,2.31,13.96,4603364.0,2713839.0,1909151.0,215778.0,,1246083.0,2211514.0,76605.0,910680.0,88982.0,1147459.0,5221376.0,4669139.0,1146071.0,1605054.0
2021-03-24,11.52,1.96,6.36,13.18,,33.92,2.65,21.2,9.24,23.15,59.87,3.66,1.64,2.32,13.94,4031519.0,1647501.0,442544.0,128887.0,,263727.0,1327563.0,407934.0,941954.0,175130.0,1229846.0,1745441.0,3803743.0,2562220.0,636781.0
2021-03-25,12.41,1.92,6.31,13.52,,34.89,2.58,21.59,9.3,23.37,60.9,3.71,1.666,2.34,13.99,2295242.0,872723.0,1687866.0,129318.0,,920394.0,2375779.0,228723.0,359938.0,414092.0,1290376.0,2502392.0,3965061.0,4137849.0,1762109.0
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,12.15,1.99,6.31,14.04,,35.13,2.61,21.5,9.37,23.54,60.54,3.71,1.678,2.31,14.11,29872.0,659688.0,740587.0,234624.0,,107981.0,1423195.0,56909.0,243620.0,13232.0,648792.0,2342302.0,1116275.0,5685439.0,652795.0
2021-03-29,11.71,2.011,6.33,14.04,,34.96,2.6,21.1,9.32,23.42,59.04,3.7,1.648,2.3,14.53,6667602.0,1346341.0,334834.0,124238.0,,246096.0,2451599.0,17995.0,221067.0,150366.0,1769699.0,1254024.0,1636653.0,3588912.0,1986026.0
2021-03-30,11.41,2.087,6.4,14.05,,34.63,2.61,21.38,9.35,23.13,58.97,3.73,1.644,2.32,14.63,9563347.0,2047270.0,963420.0,151668.0,,449666.0,2055226.0,9050.0,309241.0,67498.0,1038676.0,3426244.0,1616747.0,4114738.0,628767.0
2021-03-31,11.42,2.031,6.25,14.69,,33.11,2.58,21.38,9.17,23.01,57.78,3.75,1.606,2.28,14.55,4677635.0,1499370.0,1599733.0,322027.0,,287701.0,1158289.0,4272.0,355446.0,57119.0,5487471.0,1566200.0,4719282.0,3104998.0,1548792.0
2021-04-01,11.43,2.065,6.21,14.51,,33.24,2.61,20.93,9.28,23.22,57.18,3.84,1.622,2.3,14.62,3001250.0,771471.0,1359011.0,116140.0,,267180.0,907694.0,10741.0,446127.0,34699.0,3045625.0,3041231.0,2048015.0,2220359.0,446906.0
2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,11.61,1.99,6.08,14.0,,32.76,2.56,20.0,9.14,22.62,56.32,3.78,1.591,2.28,14.5,140691.0,1359017.0,674210.0,53094.0,,68748.0,967891.0,43755.0,327441.0,42151.0,321551.0,1758761.0,1314500.0,1370422.0,221138.0
2021-04-05,11.85,1.86,6.0,13.25,,32.98,2.42,20.98,8.95,22.91,54.56,3.7,1.586,2.23,14.28,679550.0,1333089.0,1186542.0,134263.0,,485072.0,1961311.0,420444.0,531853.0,56638.0,1324759.0,2578166.0,2722362.0,1825683.0,505848.0
2021-04-06,11.96,1.84,5.99,13.21,,33.33,2.41,20.57,9.15,23.0,54.65,3.72,1.6,2.27,14.32,593256.0,1832493.0,3499514.0,91896.0,,247899.0,806017.0,66277.0,863861.0,605928.0,2101542.0,999293.0,3311206.0,1950897.0,1607601.0
2021-04-07,11.91,1.84,5.87,13.11,,33.42,2.47,20.45,9.15,22.51,54.92,3.72,1.59,2.27,14.28,2553820.0,441066.0,2559885.0,29144.0,,221561.0,1784467.0,23378.0,499464.0,156294.0,1373070.0,812065.0,3542441.0,302311.0,716866.0
2021-04-08,11.91,1.9,5.94,13.27,,33.95,2.5,20.44,9.23,22.41,55.08,3.77,1.604,2.31,14.4,1436417.0,681394.0,674729.0,53246.0,,328954.0,848507.0,20377.0,478896.0,225118.0,685154.0,1610993.0,1360944.0,914339.0,777247.0
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,11.71,1.961,6.0,13.87,,36.12,2.55,20.19,9.5,22.37,55.04,3.81,1.63,2.33,14.53,20805.0,773556.0,349517.0,175997.0,,1320060.0,1177655.0,34648.0,633375.0,248366.0,257215.0,1599585.0,2157589.0,2614975.0,480699.0
2021-04-12,11.68,2.133,6.0,13.71,,37.15,2.72,20.19,9.85,22.44,55.22,3.82,1.663,2.31,14.52,3241708.0,4872451.0,822547.0,64291.0,,2704637.0,4740043.0,4740.0,1512109.0,68493.0,3270884.0,2080990.0,4384820.0,3536334.0,365477.0
2021-04-13,11.7,2.134,5.95,13.06,,37.43,3.13,20.0,9.66,22.5,54.01,3.75,1.654,2.27,14.33,1295534.0,3557481.0,1171315.0,53349.0,,1671700.0,13619644.0,25564.0,1058940.0,588068.0,5741007.0,941487.0,1575815.0,481366.0,365067.0
2021-04-14,11.37,1.941,5.71,12.55,,39.4,2.89,19.67,9.19,22.13,53.46,3.66,1.606,2.21,14.0,1210196.0,1680334.0,1351622.0,60756.0,,1899573.0,12259068.0,94847.0,750445.0,856274.0,1157833.0,2749454.0,3968374.0,3071606.0,1710166.0
2021-04-15,11.7,1.897,5.54,12.45,,38.68,2.81,19.48,8.95,21.96,54.35,3.62,1.598,2.15,13.9,413115.0,656165.0,3873830.0,23115.0,,1934090.0,1114148.0,95419.0,316868.0,64034.0,1986884.0,1193013.0,2783666.0,3561154.0,450821.0
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,11.87,1.926,5.6,13.06,,21.28,2.87,19.8,9.05,22.0,56.18,3.63,1.622,2.17,14.0,36535.0,451685.0,405623.0,38956.0,,946344.0,2618768.0,5180.0,215488.0,25950.0,826109.0,1022568.0,1710018.0,565119.0,1006300.0
2021-04-19,11.9,2.011,5.64,13.0,,21.08,2.89,19.97,9.26,22.01,57.05,3.67,1.659,2.18,13.98,531161.0,1189220.0,770988.0,131624.0,,920214.0,3116678.0,25248.0,287693.0,245741.0,1120135.0,1892629.0,2174036.0,4891125.0,574343.0
2021-04-20,11.97,2.087,5.69,13.44,,20.66,3.01,20.0,9.58,21.99,58.62,3.77,1.688,2.24,14.39,2110361.0,1336973.0,4399263.0,31815.0,,2628702.0,4474785.0,254568.0,1117931.0,183368.0,2169025.0,4333414.0,5944330.0,4050891.0,869760.0
2021-04-21,11.7,2.107,5.67,13.22,,21.01,3.09,19.82,9.89,22.01,59.17,3.78,1.62,2.24,14.33,224968.0,1234155.0,775998.0,134576.0,,1814719.0,2165271.0,18005.0,2324183.0,73548.0,904107.0,1377834.0,5774887.0,2353405.0,321096.0
2021-04-22,11.64,2.076,5.64,13.43,,20.77,3.04,20.01,9.95,22.06,58.46,3.78,1.605,2.24,14.37,618011.0,884671.0,2188639.0,16040.0,,917945.0,874799.0,17749.0,1598756.0,365874.0,286723.0,2233547.0,1933661.0,604233.0,627450.0
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,11.6,2.15,5.68,14.07,,20.59,3.0,19.94,10.11,21.93,58.51,3.81,1.604,2.26,14.33,101246.0,1481752.0,1181517.0,202743.0,,644420.0,899804.0,29080.0,567568.0,21300.0,105264.0,3503983.0,2610558.0,1147038.0,71727.0
2021-04-26,11.78,2.21,5.68,13.62,,19.96,2.98,19.96,9.87,22.04,58.61,3.79,1.608,2.25,14.29,158638.0,3177135.0,291117.0,39498.0,,868375.0,1019330.0,16295.0,1304403.0,1026077.0,1034452.0,1802231.0,1682992.0,531224.0,125169.0
2021-04-27,11.7,2.24,5.7,13.49,,19.92,3.03,19.96,9.9,22.84,59.44,3.82,1.61,2.25,14.16,267627.0,1987431.0,1427913.0,49165.0,,1016802.0,782701.0,74395.0,290817.0,53780.0,2428566.0,1912928.0,2368407.0,854417.0,143807.0
2021-04-28,11.66,2.18,5.65,13.38,,20.08,2.99,19.81,9.8,22.59,58.26,3.8,1.597,2.25,14.05,278227.0,1052013.0,641450.0,27043.0,,819567.0,508025.0,51507.0,295926.0,40185.0,1824539.0,6717644.0,2057817.0,517134.0,113285.0
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,11.86,2.24,5.68,13.23,,19.98,3.0,19.91,9.92,23.13,58.29,3.34,1.586,2.25,14.09,604836.0,1558614.0,1388954.0,274582.0,,1060968.0,939811.0,48732.0,244149.0,33724.0,760440.0,2488343.0,2557272.0,898164.0,225311.0
2021-05-05,11.9,2.31,5.69,13.18,,20.01,3.01,19.9,10.04,22.77,58.99,3.34,1.581,2.24,14.14,1973738.0,3052300.0,1341463.0,77437.0,,520696.0,743204.0,70676.0,1007724.0,41281.0,364309.0,3356384.0,4832713.0,188326.0,676445.0
2021-05-06,12.09,2.29,5.68,13.26,,20.34,3.12,19.67,10.6,22.97,59.42,3.32,1.583,2.27,14.09,181213.0,1343524.0,3803713.0,169206.0,,1476103.0,1994224.0,12369.0,3167886.0,224415.0,529297.0,2025189.0,1496943.0,1156202.0,491711.0
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-09,11.99,2.25,5.79,13.45,,20.47,3.12,19.85,10.8,23.25,59.9,3.3,1.581,2.28,14.14,53414.0,297713.0,800101.0,141599.0,,2080317.0,763524.0,36459.0,1991234.0,33287.0,408738.0,1811104.0,2273731.0,613145.0,179281.0
2021-05-10,12.04,2.24,5.7,13.99,,20.89,3.1,19.85,10.62,23.23,60.18,3.3,1.603,2.29,14.11,403793.0,369965.0,499002.0,517122.0,,3739639.0,1043349.0,1709.0,1134654.0,12619.0,790238.0,1278867.0,1958680.0,1158682.0,289316.0
2021-05-11,12.01,2.23,5.76,14.62,,21.93,3.11,19.93,10.82,23.03,60.04,3.28,1.628,2.3,14.13,148663.0,839292.0,762321.0,348458.0,,2678333.0,5071266.0,19453.0,1169979.0,65455.0,886180.0,4067580.0,1627126.0,4185586.0,642215.0
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,12.01,2.27,5.83,14.7,,23.03,3.09,20.31,10.96,23.07,57.7,3.29,1.638,2.32,14.07,440515.0,1474937.0,3020609.0,277102.0,,8908836.0,2033588.0,21670.0,1371450.0,343742.0,2482485.0,4889524.0,2775365.0,2653743.0,603607.0
2021-05-18,12.1,2.32,6.01,14.64,,22.93,3.16,20.75,11.2,23.0,57.39,3.39,1.675,2.35,14.21,1623361.0,2510055.0,3091783.0,207262.0,,5541835.0,4933624.0,310409.0,2569266.0,510744.0,1790000.0,5837060.0,4657394.0,3031928.0,1036809.0
