Date,Headline (y/y),Core (y/y),Regulated Items (y/y),Fruits and Vegetables (y/y)
2021-08-14,5.682,4.526,8.55,8.733
2021-08-15,5.682,4.526,8.55,8.733
2021-08-16,5.682,4.526,8.55,8.733
2021-08-17,5.682,4.526,8.55,8.733
2021-08-18,5.682,4.526,8.55,8.733
2021-08-19,5.682,4.526,8.55,8.733
2021-08-20,5.682,4.526,8.55,8.733
2021-08-21,5.682,4.526,8.55,8.733
2021-08-22,5.682,4.526,8.55,8.733
2021-08-23,5.682,4.526,8.55,8.733
2021-08-24,5.682,4.526,8.55,8.733
2021-08-25,5.682,4.526,8.55,8.733
2021-08-26,5.682,4.526,8.55,8.733
2021-08-27,5.682,4.526,8.55,8.733
2021-08-28,5.682,4.526,8.55,8.733
2021-08-29,5.682,4.526,8.55,8.733
2021-08-30,5.682,4.526,8.55,8.733
2021-08-31,5.682,4.526,8.55,8.733
2021-09-01,6.579,4.848,7.646,25.946
2021-09-02,6.579,4.848,7.646,25.946
2021-09-03,6.579,4.848,7.646,25.946
2021-09-04,6.579,4.848,7.646,25.946
2021-09-05,6.579,4.848,7.646,25.946
2021-09-06,6.579,4.848,7.646,25.946
2021-09-07,6.579,4.848,7.646,25.946
2021-09-08,6.579,4.848,7.646,25.946
2021-09-09,6.579,4.848,7.646,25.946
2021-09-10,6.579,4.848,7.646,25.946
2021-09-11,6.579,4.848,7.646,25.946
2021-09-12,6.579,4.848,7.646,25.946
2021-09-13,6.579,4.848,7.646,25.946
2021-09-14,6.579,4.848,7.646,25.946
2021-09-15,6.579,4.848,7.646,25.946
2021-09-16,6.579,4.848,7.646,25.946
2021-09-17,6.579,4.848,7.646,25.946
2021-09-18,6.579,4.848,7.646,25.946
2021-09-19,6.579,4.848,7.646,25.946
2021-09-20,6.579,4.848,7.646,25.946
2021-09-21,6.579,4.848,7.646,25.946
2021-09-22,6.579,4.848,7.646,25.946
2021-09-23,6.579,4.848,7.646,25.946
2021-09-24,6.579,4.848,7.646,25.946
2021-09-25,6.579,4.848,7.646,25.946
2021-09-26,6.579,4.848,7.646,25.946
2021-09-27,6.579,4.848,7.646,25.946
2021-09-28,6.579,4.848,7.646,25.946
2021-09-29,6.579,4.848,7.646,25.946
2021-09-30,6.579,4.848,7.646,25.946
2021-10-01,6.267,5.221,6.348,20.911
2021-10-02,6.267,5.221,6.348,20.911
2021-10-03,6.267,5.221,6.348,20.911
2021-10-04,6.267,5.221,6.348,20.911
2021-10-05,6.267,5.221,6.348,20.911
2021-10-06,6.267,5.221,6.348,20.911
2021-10-07,6.267,5.221,6.348,20.911
2021-10-08,6.267,5.221,6.348,20.911
2021-10-09,6.267,5.221,6.348,20.911
2021-10-10,6.267,5.221,6.348,20.911
2021-10-11,6.267,5.221,6.348,20.911
2021-10-12,6.267,5.221,6.348,20.911
2021-10-13,6.267,5.221,6.348,20.911
2021-10-14,6.267,5.221,6.348,20.911
2021-10-15,6.267,5.221,6.348,20.911
2021-10-16,6.267,5.221,6.348,20.911
2021-10-17,6.267,5.221,6.348,20.911
2021-10-18,6.267,5.221,6.348,20.911
2021-10-19,6.267,5.221,6.348,20.911
2021-10-20,6.267,5.221,6.348,20.911
2021-10-21,6.267,5.221,6.348,20.911
2021-10-22,6.267,5.221,6.348,20.911
2021-10-23,6.267,5.221,6.348,20.911
2021-10-24,6.267,5.221,6.348,20.911
2021-10-25,6.267,5.221,6.348,20.911
2021-10-26,6.267,5.221,6.348,20.911
2021-10-27,6.267,5.221,6.348,20.911
2021-10-28,6.267,5.221,6.348,20.911
2021-10-29,6.267,5.221,6.348,20.911
2021-10-30,6.267,5.221,6.348,20.911
2021-10-31,6.267,5.221,6.348,20.911
2021-11-01,5.556,5.79,7.796,-6.5
2021-11-02,5.556,5.79,7.796,-6.5
2021-11-03,5.556,5.79,7.796,-6.5
2021-11-04,5.556,5.79,7.796,-6.5
2021-11-05,5.556,5.79,7.796,-6.5
2021-11-06,5.556,5.79,7.796,-6.5
2021-11-07,5.556,5.79,7.796,-6.5
2021-11-08,5.556,5.79,7.796,-6.5
2021-11-09,5.556,5.79,7.796,-6.5
2021-11-10,5.556,5.79,7.796,-6.5
2021-11-11,5.556,5.79,7.796,-6.5
2021-11-12,5.556,5.79,7.796,-6.5
2021-11-13,5.556,5.79,7.796,-6.5
2021-11-14,5.556,5.79,7.796,-6.5
2021-11-15,5.556,5.79,7.796,-6.5
2021-11-16,5.556,5.79,7.796,-6.5
2021-11-17,5.556,5.79,7.796,-6.5
2021-11-18,5.556,5.79,7.796,-6.5
2021-11-19,5.556,5.79,7.796,-6.5
2021-11-20,5.556,5.79,7.796,-6.5
2021-11-21,5.556,5.79,7.796,-6.5
2021-11-22,5.556,5.79,7.796,-6.5
2021-11-23,5.556,5.79,7.796,-6.5
2021-11-24,5.556,5.79,7.796,-6.5
2021-11-25,5.556,5.79,7.796,-6.5
2021-11-26,5.556,5.79,7.796,-6.5
2021-11-27,5.556,5.79,7.796,-6.5
2021-11-28,5.556,5.79,7.796,-6.5
2021-11-29,5.556,5.79,7.796,-6.5
2021-11-30,5.556,5.79,7.796,-6.5
2021-12-01,5.899,5.968,8.181,-5.07
2021-12-02,5.899,5.968,8.181,-5.07
2021-12-03,5.899,5.968,8.181,-5.07
2021-12-04,5.899,5.968,8.181,-5.07
2021-12-05,5.899,5.968,8.181,-5.07
2021-12-06,5.899,5.968,8.181,-5.07
2021-12-07,5.899,5.968,8.181,-5.07
2021-12-08,5.899,5.968,8.181,-5.07
2021-12-09,5.899,5.968,8.181,-5.07
2021-12-10,5.899,5.968,8.181,-5.07
2021-12-11,5.899,5.968,8.181,-5.07
2021-12-12,5.899,5.968,8.181,-5.07
2021-12-13,5.899,5.968,8.181,-5.07
2021-12-14,5.899,5.968,8.181,-5.07
2021-12-15,5.899,5.968,8.181,-5.07
2021-12-16,5.899,5.968,8.181,-5.07
2021-12-17,5.899,5.968,8.181,-5.07
2021-12-18,5.899,5.968,8.181,-5.07
2021-12-19,5.899,5.968,8.181,-5.07
2021-12-20,5.899,5.968,8.181,-5.07
2021-12-21,5.899,5.968,8.181,-5.07
2021-12-22,5.899,5.968,8.181,-5.07
2021-12-23,5.899,5.968,8.181,-5.07
2021-12-24,5.899,5.968,8.181,-5.07
2021-12-25,5.899,5.968,8.181,-5.07
2021-12-26,5.899,5.968,8.181,-5.07
2021-12-27,5.899,5.968,8.181,-5.07
2021-12-28,5.899,5.968,8.181,-5.07
2021-12-29,5.899,5.968,8.181,-5.07
2021-12-30,5.899,5.968,8.181,-5.07
2021-12-31,5.899,5.968,8.181,-5.07
2022-01-01,7.259,6.269,8.919,14.182
2022-01-02,7.259,6.269,8.919,14.182
2022-01-03,7.259,6.269,8.919,14.182
2022-01-04,7.259,6.269,8.919,14.182
2022-01-05,7.259,6.269,8.919,14.182
2022-01-06,7.259,6.269,8.919,14.182
2022-01-07,7.259,6.269,8.919,14.182
2022-01-08,7.259,6.269,8.919,14.182
2022-01-09,7.259,6.269,8.919,14.182
2022-01-10,7.259,6.269,8.919,14.182
2022-01-11,7.259,6.269,8.919,14.182
2022-01-12,7.259,6.269,8.919,14.182
2022-01-13,7.259,6.269,8.919,14.182
2022-01-14,7.259,6.269,8.919,14.182
2022-01-15,7.259,6.269,8.919,14.182
2022-01-16,7.259,6.269,8.919,14.182
2022-01-17,7.259,6.269,8.919,14.182
2022-01-18,7.259,6.269,8.919,14.182
2022-01-19,7.259,6.269,8.919,14.182
2022-01-20,7.259,6.269,8.919,14.182
2022-01-21,7.259,6.269,8.919,14.182
2022-01-22,7.259,6.269,8.919,14.182
2022-01-23,7.259,6.269,8.919,14.182
2022-01-24,7.259,6.269,8.919,14.182
2022-01-25,7.259,6.269,8.919,14.182
2022-01-26,7.259,6.269,8.919,14.182
2022-01-27,7.259,6.269,8.919,14.182
2022-01-28,7.259,6.269,8.919,14.182
2022-01-29,7.259,6.269,8.919,14.182
2022-01-30,7.259,6.269,8.919,14.182
2022-01-31,7.259,6.269,8.919,14.182
2022-02-01,8.819,7.234,8.68,35.195
2022-02-02,8.819,7.234,8.68,35.195
2022-02-03,8.819,7.234,8.68,35.195
2022-02-04,8.819,7.234,8.68,35.195
2022-02-05,8.819,7.234,8.68,35.195
2022-02-06,8.819,7.234,8.68,35.195
2022-02-07,8.819,7.234,8.68,35.195
2022-02-08,8.819,7.234,8.68,35.195
2022-02-09,8.819,7.234,8.68,35.195
2022-02-10,8.819,7.234,8.68,35.195
2022-02-11,8.819,7.234,8.68,35.195
2022-02-12,8.819,7.234,8.68,35.195
2022-02-13,8.819,7.234,8.68,35.195
2022-02-14,8.819,7.234,8.68,35.195
2022-02-15,8.819,7.234,8.68,35.195
2022-02-16,8.819,7.234,8.68,35.195
2022-02-17,8.819,7.234,8.68,35.195
2022-02-18,8.819,7.234,8.68,35.195
2022-02-19,8.819,7.234,8.68,35.195
2022-02-20,8.819,7.234,8.68,35.195
2022-02-21,8.819,7.234,8.68,35.195
2022-02-22,8.819,7.234,8.68,35.195
2022-02-23,8.819,7.234,8.68,35.195
2022-02-24,8.819,7.234,8.68,35.195
2022-02-25,8.819,7.234,8.68,35.195
2022-02-26,8.819,7.234,8.68,35.195
2022-02-27,8.819,7.234,8.68,35.195
2022-02-28,8.819,7.234,8.68,35.195
2022-03-01,10.491,10.055,9.079,24.205
2022-03-02,10.491,10.055,9.079,24.205
2022-03-03,10.491,10.055,9.079,24.205
2022-03-04,10.491,10.055,9.079,24.205
2022-03-05,10.491,10.055,9.079,24.205
2022-03-06,10.491,10.055,9.079,24.205
2022-03-07,10.491,10.055,9.079,24.205
2022-03-08,10.491,10.055,9.079,24.205
2022-03-09,10.491,10.055,9.079,24.205
2022-03-10,10.491,10.055,9.079,24.205
2022-03-11,10.491,10.055,9.079,24.205
2022-03-12,10.491,10.055,9.079,24.205
2022-03-13,10.491,10.055,9.079,24.205
2022-03-14,10.491,10.055,9.079,24.205
2022-03-15,10.491,10.055,9.079,24.205
2022-03-16,10.491,10.055,9.079,24.205
2022-03-17,10.491,10.055,9.079,24.205
2022-03-18,10.491,10.055,9.079,24.205
2022-03-19,10.491,10.055,9.079,24.205
2022-03-20,10.491,10.055,9.079,24.205
2022-03-21,10.491,10.055,9.079,24.205
2022-03-22,10.491,10.055,9.079,24.205
2022-03-23,10.491,10.055,9.079,24.205
2022-03-24,10.491,10.055,9.079,24.205
2022-03-25,10.491,10.055,9.079,24.205
2022-03-26,10.491,10.055,9.079,24.205
2022-03-27,10.491,10.055,9.079,24.205
2022-03-28,10.491,10.055,9.079,24.205
2022-03-29,10.491,10.055,9.079,24.205
2022-03-30,10.491,10.055,9.079,24.205
2022-03-31,10.491,10.055,9.079,24.205
2022-04-01,13.111,11.943,9.107,48.84
2022-04-02,13.111,11.943,9.107,48.84
2022-04-03,13.111,11.943,9.107,48.84
2022-04-04,13.111,11.943,9.107,48.84
2022-04-05,13.111,11.943,9.107,48.84
2022-04-06,13.111,11.943,9.107,48.84
2022-04-07,13.111,11.943,9.107,48.84
2022-04-08,13.111,11.943,9.107,48.84
2022-04-09,13.111,11.943,9.107,48.84
2022-04-10,13.111,11.943,9.107,48.84
2022-04-11,13.111,11.943,9.107,48.84
2022-04-12,13.111,11.943,9.107,48.84
2022-04-13,13.111,11.943,9.107,48.84
2022-04-14,13.111,11.943,9.107,48.84
2022-04-15,13.111,11.943,9.107,48.84
2022-04-16,13.111,11.943,9.107,48.84
2022-04-17,13.111,11.943,9.107,48.84
2022-04-18,13.111,11.943,9.107,48.84
2022-04-19,13.111,11.943,9.107,48.84
2022-04-20,13.111,11.943,9.107,48.84
2022-04-21,13.111,11.943,9.107,48.84
2022-04-22,13.111,11.943,9.107,48.84
2022-04-23,13.111,11.943,9.107,48.84
2022-04-24,13.111,11.943,9.107,48.84
2022-04-25,13.111,11.943,9.107,48.84
2022-04-26,13.111,11.943,9.107,48.84
2022-04-27,13.111,11.943,9.107,48.84
2022-04-28,13.111,11.943,9.107,48.84
2022-04-29,13.111,11.943,9.107,48.84
2022-04-30,13.111,11.943,9.107,48.84
2022-05-01,13.529,13.343,11.81,23.521
2022-05-02,13.529,13.343,11.81,23.521
2022-05-03,13.529,13.343,11.81,23.521
2022-05-04,13.529,13.343,11.81,23.521
2022-05-05,13.529,13.343,11.81,23.521
2022-05-06,13.529,13.343,11.81,23.521
2022-05-07,13.529,13.343,11.81,23.521
2022-05-08,13.529,13.343,11.81,23.521
2022-05-09,13.529,13.343,11.81,23.521
2022-05-10,13.529,13.343,11.81,23.521
2022-05-11,13.529,13.343,11.81,23.521
2022-05-12,13.529,13.343,11.81,23.521
2022-05-13,13.529,13.343,11.81,23.521
2022-05-14,13.529,13.343,11.81,23.521
2022-05-15,13.529,13.343,11.81,23.521
2022-05-16,13.529,13.343,11.81,23.521
2022-05-17,13.529,13.343,11.81,23.521
2022-05-18,13.529,13.343,11.81,23.521
2022-05-19,13.529,13.343,11.81,23.521
2022-05-20,13.529,13.343,11.81,23.521
2022-05-21,13.529,13.343,11.81,23.521
2022-05-22,13.529,13.343,11.81,23.521
2022-05-23,13.529,13.343,11.81,23.521
2022-05-24,13.529,13.343,11.81,23.521
2022-05-25,13.529,13.343,11.81,23.521
2022-05-26,13.529,13.343,11.81,23.521
2022-05-27,13.529,13.343,11.81,23.521
2022-05-28,13.529,13.343,11.81,23.521
2022-05-29,13.529,13.343,11.81,23.521
2022-05-30,13.529,13.343,11.81,23.521
2022-05-31,13.529,13.343,11.81,23.521
2022-06-01,13.155,14.571,10.612,5.253
2022-06-02,13.155,14.571,10.612,5.253
2022-06-03,13.155,14.571,10.612,5.253
2022-06-04,13.155,14.571,10.612,5.253
2022-06-05,13.155,14.571,10.612,5.253
2022-06-06,13.155,14.571,10.612,5.253
2022-06-07,13.155,14.571,10.612,5.253
2022-06-08,13.155,14.571,10.612,5.253
2022-06-09,13.155,14.571,10.612,5.253
2022-06-10,13.155,14.571,10.612,5.253
2022-06-11,13.155,14.571,10.612,5.253
2022-06-12,13.155,14.571,10.612,5.253
2022-06-13,13.155,14.571,10.612,5.253
2022-06-14,13.155,14.571,10.612,5.253
2022-06-15,13.155,14.571,10.612,5.253
2022-06-16,13.155,14.571,10.612,5.253
2022-06-17,13.155,14.571,10.612,5.253
2022-06-18,13.155,14.571,10.612,5.253
2022-06-19,13.155,14.571,10.612,5.253
2022-06-20,13.155,14.571,10.612,5.253
2022-06-21,13.155,14.571,10.612,5.253
2022-06-22,13.155,14.571,10.612,5.253
2022-06-23,13.155,14.571,10.612,5.253
2022-06-24,13.155,14.571,10.612,5.253
2022-06-25,13.155,14.571,10.612,5.253
2022-06-26,13.155,14.571,10.612,5.253
2022-06-27,13.155,14.571,10.612,5.253
2022-06-28,13.155,14.571,10.612,5.253
2022-06-29,13.155,14.571,10.612,5.253
2022-06-30,13.155,14.571,10.612,5.253
2022-07-01,13.64,15.637,10.469,0.554
2022-07-02,13.64,15.637,10.469,0.554
2022-07-03,13.64,15.637,10.469,0.554
2022-07-04,13.64,15.637,10.469,0.554
2022-07-05,13.64,15.637,10.469,0.554
2022-07-06,13.64,15.637,10.469,0.554
2022-07-07,13.64,15.637,10.469,0.554
2022-07-08,13.64,15.637,10.469,0.554
2022-07-09,13.64,15.637,10.469,0.554
2022-07-10,13.64,15.637,10.469,0.554
2022-07-11,13.64,15.637,10.469,0.554
2022-07-12,13.64,15.637,10.469,0.554
2022-07-13,13.64,15.637,10.469,0.554
2022-07-14,13.64,15.637,10.469,0.554
2022-07-15,13.64,15.637,10.469,0.554
2022-07-16,13.64,15.637,10.469,0.554
2022-07-17,13.64,15.637,10.469,0.554
2022-07-18,13.64,15.637,10.469,0.554
2022-07-19,13.64,15.637,10.469,0.554
2022-07-20,13.64,15.637,10.469,0.554
2022-07-21,13.64,15.637,10.469,0.554
2022-07-22,13.64,15.637,10.469,0.554
2022-07-23,13.64,15.637,10.469,0.554
2022-07-24,13.64,15.637,10.469,0.554
2022-07-25,13.64,15.637,10.469,0.554
2022-07-26,13.64,15.637,10.469,0.554
2022-07-27,13.64,15.637,10.469,0.554
2022-07-28,13.64,15.637,10.469,0.554
2022-07-29,13.64,15.637,10.469,0.554
2022-07-30,13.64,15.637,10.469,0.554
2022-07-31,13.64,15.637,10.469,0.554
2022-08-01,14.56,16.657,11.002,2.591
2022-08-02,14.56,16.657,11.002,2.591
2022-08-03,14.56,16.657,11.002,2.591
2022-08-04,14.56,16.657,11.002,2.591
2022-08-05,14.56,16.657,11.002,2.591
2022-08-06,14.56,16.657,11.002,2.591
2022-08-07,14.56,16.657,11.002,2.591
2022-08-08,14.56,16.657,11.002,2.591
2022-08-09,14.56,16.657,11.002,2.591
2022-08-10,14.56,16.657,11.002,2.591
2022-08-11,14.56,16.657,11.002,2.591
2022-08-12,14.56,16.657,11.002,2.591
2022-08-13,14.56,16.657,11.002,2.591
2022-08-14,14.56,16.657,11.002,2.591
2022-08-15,14.56,16.657,11.002,2.591
2022-08-16,14.56,16.657,11.002,2.591
2022-08-17,14.56,16.657,11.002,2.591
2022-08-18,14.56,16.657,11.002,2.591
2022-08-19,14.56,16.657,11.002,2.591
2022-08-20,14.56,16.657,11.002,2.591
2022-08-21,14.56,16.657,11.002,2.591
2022-08-22,14.56,16.657,11.002,2.591
2022-08-23,14.56,16.657,11.002,2.591
2022-08-24,14.56,16.657,11.002,2.591
2022-08-25,14.56,16.657,11.002,2.591
2022-08-26,14.56,16.657,11.002,2.591
2022-08-27,14.56,16.657,11.002,2.591
2022-08-28,14.56,16.657,11.002,2.591
2022-08-29,14.56,16.657,11.002,2.591
2022-08-30,14.56,16.657,11.002,2.591
2022-08-31,14.56,16.657,11.002,2.591
2022-09-01,15.021,17.996,11.862,-7.256
2022-09-02,15.021,17.996,11.862,-7.256
2022-09-03,15.021,17.996,11.862,-7.256
2022-09-04,15.021,17.996,11.862,-7.256
2022-09-05,15.021,17.996,11.862,-7.256
2022-09-06,15.021,17.996,11.862,-7.256
2022-09-07,15.021,17.996,11.862,-7.256
2022-09-08,15.021,17.996,11.862,-7.256
2022-09-09,15.021,17.996,11.862,-7.256
2022-09-10,15.021,17.996,11.862,-7.256
2022-09-11,15.021,17.996,11.862,-7.256
2022-09-12,15.021,17.996,11.862,-7.256
2022-09-13,15.021,17.996,11.862,-7.256
2022-09-14,15.021,17.996,11.862,-7.256
2022-09-15,15.021,17.996,11.862,-7.256
2022-09-16,15.021,17.996,11.862,-7.256
2022-09-17,15.021,17.996,11.862,-7.256
2022-09-18,15.021,17.996,11.862,-7.256
2022-09-19,15.021,17.996,11.862,-7.256
2022-09-20,15.021,17.996,11.862,-7.256
2022-09-21,15.021,17.996,11.862,-7.256
2022-09-22,15.021,17.996,11.862,-7.256
2022-09-23,15.021,17.996,11.862,-7.256
2022-09-24,15.021,17.996,11.862,-7.256
2022-09-25,15.021,17.996,11.862,-7.256
2022-09-26,15.021,17.996,11.862,-7.256
2022-09-27,15.021,17.996,11.862,-7.256
2022-09-28,15.021,17.996,11.862,-7.256
2022-09-29,15.021,17.996,11.862,-7.256
2022-09-30,15.021,17.996,11.862,-7.256
2022-10-01,16.243,19.021,11.341,2.116
2022-10-02,16.243,19.021,11.341,2.116
2022-10-03,16.243,19.021,11.341,2.116
2022-10-04,16.243,19.021,11.341,2.116
2022-10-05,16.243,19.021,11.341,2.116
2022-10-06,16.243,19.021,11.341,2.116
2022-10-07,16.243,19.021,11.341,2.116
2022-10-08,16.243,19.021,11.341,2.116
2022-10-09,16.243,19.021,11.341,2.116
2022-10-10,16.243,19.021,11.341,2.116
2022-10-11,16.243,19.021,11.341,2.116
2022-10-12,16.243,19.021,11.341,2.116
2022-10-13,16.243,19.021,11.341,2.116
2022-10-14,16.243,19.021,11.341,2.116
2022-10-15,16.243,19.021,11.341,2.116
2022-10-16,16.243,19.021,11.341,2.116
2022-10-17,16.243,19.021,11.341,2.116
2022-10-18,16.243,19.021,11.341,2.116
2022-10-19,16.243,19.021,11.341,2.116
2022-10-20,16.243,19.021,11.341,2.116
2022-10-21,16.243,19.021,11.341,2.116
2022-10-22,16.243,19.021,11.341,2.116
2022-10-23,16.243,19.021,11.341,2.116
2022-10-24,16.243,19.021,11.341,2.116
2022-10-25,16.243,19.021,11.341,2.116
2022-10-26,16.243,19.021,11.341,2.116
2022-10-27,16.243,19.021,11.341,2.116
2022-10-28,16.243,19.021,11.341,2.116
2022-10-29,16.243,19.021,11.341,2.116
2022-10-30,16.243,19.021,11.341,2.116
2022-10-31,16.243,19.021,11.341,2.116
2022-11-01,18.724,21.528,10.639,17.838
2022-11-02,18.724,21.528,10.639,17.838
2022-11-03,18.724,21.528,10.639,17.838
2022-11-04,18.724,21.528,10.639,17.838
2022-11-05,18.724,21.528,10.639,17.838
2022-11-06,18.724,21.528,10.639,17.838
2022-11-07,18.724,21.528,10.639,17.838
2022-11-08,18.724,21.528,10.639,17.838
2022-11-09,18.724,21.528,10.639,17.838
2022-11-10,18.724,21.528,10.639,17.838
2022-11-11,18.724,21.528,10.639,17.838
2022-11-12,18.724,21.528,10.639,17.838
2022-11-13,18.724,21.528,10.639,17.838
2022-11-14,18.724,21.528,10.639,17.838
2022-11-15,18.724,21.528,10.639,17.838
2022-11-16,18.724,21.528,10.639,17.838
2022-11-17,18.724,21.528,10.639,17.838
2022-11-18,18.724,21.528,10.639,17.838
2022-11-19,18.724,21.528,10.639,17.838
2022-11-20,18.724,21.528,10.639,17.838
2022-11-21,18.724,21.528,10.639,17.838
2022-11-22,18.724,21.528,10.639,17.838
2022-11-23,18.724,21.528,10.639,17.838
2022-11-24,18.724,21.528,10.639,17.838
2022-11-25,18.724,21.528,10.639,17.838
2022-11-26,18.724,21.528,10.639,17.838
2022-11-27,18.724,21.528,10.639,17.838
2022-11-28,18.724,21.528,10.639,17.838
2022-11-29,18.724,21.528,10.639,17.838
2022-11-30,18.724,21.528,10.639,17.838
2022-12-01,21.269,24.449,10.556,28.032
2022-12-02,21.269,24.449,10.556,28.032
2022-12-03,21.269,24.449,10.556,28.032
2022-12-04,21.269,24.449,10.556,28.032
2022-12-05,21.269,24.449,10.556,28.032
2022-12-06,21.269,24.449,10.556,28.032
2022-12-07,21.269,24.449,10.556,28.032
2022-12-08,21.269,24.449,10.556,28.032
2022-12-09,21.269,24.449,10.556,28.032
2022-12-10,21.269,24.449,10.556,28.032
2022-12-11,21.269,24.449,10.556,28.032
2022-12-12,21.269,24.449,10.556,28.032
2022-12-13,21.269,24.449,10.556,28.032
2022-12-14,21.269,24.449,10.556,28.032
2022-12-15,21.269,24.449,10.556,28.032
2022-12-16,21.269,24.449,10.556,28.032
2022-12-17,21.269,24.449,10.556,28.032
2022-12-18,21.269,24.449,10.556,28.032
2022-12-19,21.269,24.449,10.556,28.032
2022-12-20,21.269,24.449,10.556,28.032
2022-12-21,21.269,24.449,10.556,28.032
2022-12-22,21.269,24.449,10.556,28.032
2022-12-23,21.269,24.449,10.556,28.032
2022-12-24,21.269,24.449,10.556,28.032
2022-12-25,21.269,24.449,10.556,28.032
2022-12-26,21.269,24.449,10.556,28.032
2022-12-27,21.269,24.449,10.556,28.032
2022-12-28,21.269,24.449,10.556,28.032
2022-12-29,21.269,24.449,10.556,28.032
2022-12-30,21.269,24.449,10.556,28.032
2022-12-31,21.269,24.449,10.556,28.032
2023-01-01,25.834,31.241,10.136,24.615
2023-01-02,25.834,31.241,10.136,24.615
2023-01-03,25.834,31.241,10.136,24.615
2023-01-04,25.834,31.241,10.136,24.615
2023-01-05,25.834,31.241,10.136,24.615
2023-01-06,25.834,31.241,10.136,24.615
2023-01-07,25.834,31.241,10.136,24.615
2023-01-08,25.834,31.241,10.136,24.615
2023-01-09,25.834,31.241,10.136,24.615
2023-01-10,25.834,31.241,10.136,24.615
2023-01-11,25.834,31.241,10.136,24.615
2023-01-12,25.834,31.241,10.136,24.615
2023-01-13,25.834,31.241,10.136,24.615
2023-01-14,25.834,31.241,10.136,24.615
2023-01-15,25.834,31.241,10.136,24.615
2023-01-16,25.834,31.241,10.136,24.615
2023-01-17,25.834,31.241,10.136,24.615
2023-01-18,25.834,31.241,10.136,24.615
2023-01-19,25.834,31.241,10.136,24.615
2023-01-20,25.834,31.241,10.136,24.615
2023-01-21,25.834,31.241,10.136,24.615
2023-01-22,25.834,31.241,10.136,24.615
2023-01-23,25.834,31.241,10.136,24.615
2023-01-24,25.834,31.241,10.136,24.615
2023-01-25,25.834,31.241,10.136,24.615
2023-01-26,25.834,31.241,10.136,24.615
2023-01-27,25.834,31.241,10.136,24.615
2023-01-28,25.834,31.241,10.136,24.615
2023-01-29,25.834,31.241,10.136,24.615
2023-01-30,25.834,31.241,10.136,24.615
2023-01-31,25.834,31.241,10.136,24.615
2023-02-01,31.932,40.262,10.315,18.206
2023-02-02,31.932,40.262,10.315,18.206
2023-02-03,31.932,40.262,10.315,18.206
2023-02-04,31.932,40.262,10.315,18.206
2023-02-05,31.932,40.262,10.315,18.206
2023-02-06,31.932,40.262,10.315,18.206
2023-02-07,31.932,40.262,10.315,18.206
2023-02-08,31.932,40.262,10.315,18.206
2023-02-09,31.932,40.262,10.315,18.206
2023-02-10,31.932,40.262,10.315,18.206
2023-02-11,31.932,40.262,10.315,18.206
2023-02-12,31.932,40.262,10.315,18.206
2023-02-13,31.932,40.262,10.315,18.206
2023-02-14,31.932,40.262,10.315,18.206
2023-02-15,31.932,40.262,10.315,18.206
2023-02-16,31.932,40.262,10.315,18.206
2023-02-17,31.932,40.262,10.315,18.206
2023-02-18,31.932,40.262,10.315,18.206
2023-02-19,31.932,40.262,10.315,18.206
2023-02-20,31.932,40.262,10.315,18.206
2023-02-21,31.932,40.262,10.315,18.206
2023-02-22,31.932,40.262,10.315,18.206
2023-02-23,31.932,40.262,10.315,18.206
2023-02-24,31.932,40.262,10.315,18.206
2023-02-25,31.932,40.262,10.315,18.206
2023-02-26,31.932,40.262,10.315,18.206
2023-02-27,31.932,40.262,10.315,18.206
2023-02-28,31.932,40.262,10.315,18.206
2023-03-01,32.665,39.509,11.302,34.554
2023-03-02,32.665,39.509,11.302,34.554
2023-03-03,32.665,39.509,11.302,34.554
2023-03-04,32.665,39.509,11.302,34.554
2023-03-05,32.665,39.509,11.302,34.554
2023-03-06,32.665,39.509,11.302,34.554
2023-03-07,32.665,39.509,11.302,34.554
2023-03-08,32.665,39.509,11.302,34.554
2023-03-09,32.665,39.509,11.302,34.554
2023-03-10,32.665,39.509,11.302,34.554
2023-03-11,32.665,39.509,11.302,34.554
2023-03-12,32.665,39.509,11.302,34.554
2023-03-13,32.665,39.509,11.302,34.554
2023-03-14,32.665,39.509,11.302,34.554
2023-03-15,32.665,39.509,11.302,34.554
2023-03-16,32.665,39.509,11.302,34.554
2023-03-17,32.665,39.509,11.302,34.554
2023-03-18,32.665,39.509,11.302,34.554
2023-03-19,32.665,39.509,11.302,34.554
2023-03-20,32.665,39.509,11.302,34.554
2023-03-21,32.665,39.509,11.302,34.554
2023-03-22,32.665,39.509,11.302,34.554
2023-03-23,32.665,39.509,11.302,34.554
2023-03-24,32.665,39.509,11.302,34.554
2023-03-25,32.665,39.509,11.302,34.554
2023-03-26,32.665,39.509,11.302,34.554
2023-03-27,32.665,39.509,11.302,34.554
2023-03-28,32.665,39.509,11.302,34.554
2023-03-29,32.665,39.509,11.302,34.554
2023-03-30,32.665,39.509,11.302,34.554
2023-03-31,32.665,39.509,11.302,34.554
2023-04-01,30.596,38.575,12.505,7.065
2023-04-02,30.596,38.575,12.505,7.065
2023-04-03,30.596,38.575,12.505,7.065
2023-04-04,30.596,38.575,12.505,7.065
2023-04-05,30.596,38.575,12.505,7.065
2023-04-06,30.596,38.575,12.505,7.065
2023-04-07,30.596,38.575,12.505,7.065
